RegionID,RegionName,StateName,SizeRank,zhvi_latest_date,zhvi_latest_value,zhvi_pct_change_5y,zhvi_slope_per_year_10y,temp_latest_date,market_temp_latest,market_temp_pct_change_5y,market_temp_slope_per_year_10y
394344,"Athens, TN",TN,584,2026-01-31,248623.73184027817,43.465571900788056,15054.814433228377,2026-01-31,41.0,-28.07017543859649,-1.2226534173908967
394345,"Athens, TX",TX,446,2026-01-31,261408.71091595135,23.845445517722077,15241.091109398374,2026-01-31,20.0,-72.6027397260274,-3.659082680452937
394346,"Athens, GA",GA,217,2026-01-31,356442.54266663524,44.52258284895068,23717.340194942455,2026-01-31,42.0,-40.845070422535215,-1.3547142493142328
394347,"Atlanta, GA",GA,9,2026-01-31,373624.9310028227,36.070057464501495,24624.52690789071,2026-01-31,48.0,-40.74074074074075,-1.3860308074956993
394348,"Atlantic City, NJ",NJ,180,2026-01-31,368981.23232642567,58.83950942557199,23208.269080405054,2026-01-31,42.0,-34.375,2.3231550961253475
394349,"Auburn, IN",IN,672,2026-01-31,240582.62914104792,45.626926889253824,12913.023760216474,2026-01-31,42.0,-22.22222222222222,0.42964477659278977
394350,"Auburn, NY",NY,464,2026-01-31,216154.00358962384,39.58656529968931,11031.154493549702,2026-01-31,39.0,-37.096774193548384,5.416284017270193
394351,"Auburn, AL",AL,253,2026-01-31,335394.9871045197,35.63532885224734,16800.596417942957,2026-01-31,49.0,-16.94915254237288,0.9640146971703355
394352,"Augusta, GA",GA,96,2026-01-31,239314.4177342731,34.456908273952514,13622.681022288854,2026-01-31,44.0,-34.32835820895522,0.09356604641281002
394353,"Augusta, ME",ME,339,2026-01-31,301704.959080827,50.483384881115526,20783.759166505046,2026-01-31,38.0,-52.5,2.2278686538617
394354,"Austin, MN",MN,698,2026-01-31,193324.03745236187,41.272906281569256,10983.323783215521,2026-01-31,54.0,-25.0,-0.0729837559918631
394355,"Austin, TX",TX,29,2026-01-31,419518.28679850645,14.804349384220572,24603.4472091974,2026-01-31,51.0,-68.32298136645963,-3.4148861167739324
